,LATITUD,LONGITUD
484,19.4193510546794,-101.286598975952
485,19.4193510546794,-101.286598975952
486,34.5602884,-118.0296756
487,34.5602884,-118.0296756
488,19.6691803855683,-100.637925548773
489,19.6691803855683,-100.637925548773
490,21.1582855,-100.9379144
491,19.6658614,-101.191275
492,19.705681,-101.233572
493,17.9653736475497,-102.229867046142
494,19.696021000000002,-101.162697
495,21.0006584,-100.383634
496,21.0006762,-100.3836447
497,21.0006747,-100.3836426
498,19.7151377,-101.1465316
499,20.7274758150845,-103.552273404881
500,19.7113336577155,-101.188346228602
501,19.3427387,-101.9311248
502,19.3427387,-101.9311248
503,19.7061774622112,-101.210578851839
504,19.4827598612936,-101.241258848552
505,19.7061774622112,-101.210578851839
506,19.7061774622112,-101.210578851839
507,19.7904682,-100.9631644
508,19.6722048,-100.7401829
509,42.0736401,-88.0548684
510,19.4193510546794,-101.286598975952
511,19.4193510546794,-101.286598975952
512,19.706258,-101.171701
513,19.9449081,-102.310721
514,19.6960831,-101.1627113
515,19.6960813,-101.1627051
516,19.6960813,-101.1627051
517,20.3284489,-101.9972362
518,20.3284489,-101.9972362
519,20.3284489,-101.9972362
520,20.3284489,-101.9972362
521,20.3284489,-101.9972362
522,20.6008660488745,-100.326116247224
523,19.7064228,-101.1522357
524,21.0006632,-100.3836654
525,21.0006632,-100.3836654
526,19.8601701245558,-100.828011122849
527,19.5306338706852,-101.538229063135
528,19.7082195,-101.1849812
529,19.9748148,-102.2849831
530,19.6922182,-101.1179754
531,19.696667,-101.1767781
532,19.4445312,-99.155968
533,19.4445312,-99.155968
534,19.7191622589546,-101.173075295804
535,19.7191622589546,-101.173075295804
536,19.7191622589546,-101.173075295804
537,19.6811803,-101.1815678
538,33.6557157402502,-117.905952411493
539,19.695977,-101.162646
540,19.695977,-101.162646
541,19.695946,-101.162649
542,19.695946,-101.162649
543,19.695946,-101.162649
544,19.6740147,-101.3140576
545,19.6688803,-101.1817704
546,19.6651747,-101.5260955
547,19.6906557,-101.2160126
548,19.6906557,-101.2160126
549,19.6541244,-101.9198897
550,19.6541244,-101.9198897
551,19.7016237,-101.2065304
552,19.7232359,-101.1402
553,19.7297385,-101.1730726
554,19.7025505,-101.1709945
555,19.7083006,-101.1604495
556,19.7212547,-101.207216
557,19.6853137414144,-101.222220698442
558,19.7304650822045,-101.207884442472
559,19.7304634094936,-101.207887796787
560,19.7304594268056,-101.207887352399
561,19.4113852,-102.0127748
562,19.4113852,-102.0127748
563,19.5177051666592,-101.600469534148
564,19.7028978565099,-101.117925860631
565,19.6946052690527,-101.16172703123
566,19.6946052690527,-101.16172703123
567,19.716961,-101.1995946
568,19.7076935,-101.157658
569,19.7076935,-101.157658
570,19.7076935,-101.157658
571,19.6841999,-101.1509087
572,19.6920562,-101.1177268
573,19.6919556,-101.1179717
574,19.6919556,-101.1179717
575,19.6919556,-101.1179717
576,19.6919556,-101.1179717
577,19.6919556,-101.1179717
578,19.6919556,-101.1179717
579,19.6919556,-101.1179717
580,19.6919556,-101.1179717
581,19.6919556,-101.1179717
582,19.6919556,-101.1179717
583,19.6919556,-101.1179717
584,19.6919556,-101.1179717
585,19.6919556,-101.1179717
586,19.6436467750378,-101.152077659945
587,19.6919571,-101.1179733
588,19.3073183,-101.8939792
589,21.0966486968063,-101.671119195209
590,21.0966486968063,-101.671119195209
591,19.5046587677867,-101.618791345467
592,19.664,-101.2228
593,19.664,-101.2228
594,19.0819509,-98.1951789
595,19.7077553,-101.2064472
596,19.7266816,-101.0940175
597,19.7266816,-101.0940175
598,19.696007,-101.162308
599,19.696061,-101.162366
600,19.7077108,-101.2244294
601,19.7077108,-101.2244294
602,19.701764,-101.1427358
603,19.7076445,-101.1486247
604,19.7076445,-101.1486247
605,19.7076445,-101.1486247
606,20.7046824,-102.3532944
607,19.695723,-101.162586
608,19.695723,-101.162586
609,19.695723,-101.162586
610,19.696021000000002,-101.162697
611,19.696021000000002,-101.162697
612,19.696021000000002,-101.162697
613,19.695884,-101.162369
614,19.695884,-101.162369
615,19.7034269,-101.1686849
616,19.7034269,-101.1686849
617,19.4172675,-102.1264451
618,19.9306,-102.257409
619,19.7076656,-101.1525232
620,19.69747083299,-101.158282753563
621,19.6974518992931,-101.158243900407
622,19.69750976,-101.15831756
623,19.6974973069316,-101.158295265776
624,19.6974435687365,-101.158246758461
625,19.697477245091,-101.158313206993
626,19.697486182005,-101.158283763032
627,19.6974861826997,-101.158283254861
628,19.697472585118,-101.158262815026
629,19.6974908703032,-101.158291299059
630,19.5684499,-100.4650189
631,19.6975091058794,-101.158318625894
632,19.6974324522085,-101.15821925689
633,19.6974758630273,-101.15828333522
634,19.697472597931,-101.158301756463
635,19.6974560411137,-101.158254730227
636,19.6974773524454,-101.158296156923
637,19.6974723024213,-101.158258088431
638,19.6974930372605,-101.158302746847
639,19.6974930372605,-101.158302746847
640,19.6974593415149,-101.158072712651
641,19.6974593415149,-101.158072712651
642,19.6974895305699,-101.158293292159
643,19.6974784311727,-101.158290994387
644,19.6975008929645,-101.15832761212
645,19.6658309,-101.1912735
646,19.4960126,-101.3267762
647,19.4960126,-101.3267762
648,19.4960126,-101.3267762
